farm_id,house_id,sex,breed,init_age_days,init_weight_kg,avg_temp_c,humidity_pct,nh3_ppm,co2_ppm,stocking_density,feed_intake_kg,feed_grade,vaccinated,antibiotic_days,adg_kg_day,fcr,market_age_days,mortality
37,5,암,삼원교잡(LYD),70.7,19.2,18.9,56.5,11.2,2141.0,1.19,1.9,표준,1,5,0.719,2.64,204,0
28,2,암,삼원교잡(LYD),78.5,23.7,14.8,73.5,19.7,1092.0,1.56,2.82,고급,1,1,0.994,2.84,170,0
4,3,암,삼원교잡(LYD),63.9,21.9,19.2,53.7,17.6,977.0,1.08,2.38,고급,0,2,0.921,2.59,165,0
34,5,암,삼원교잡(LYD),70.9,28.8,18.2,66.2,13.6,1637.0,1.31,2.22,표준,1,4,0.784,2.84,181,0
34,3,암,삼원교잡(LYD),68.0,26.2,28.7,80.5,12.9,938.0,1.42,1.88,표준,1,1,0.712,2.63,193,0
33,6,거세,삼원교잡(LYD),70.7,28.0,31.1,47.2,16.0,528.0,1.04,1.95,저가,1,1,0.583,3.35,220,0
37,1,거세,삼원교잡(LYD),76.1,23.7,21.8,69.0,4.0,1090.0,0.86,2.28,고급,0,7,1.0,2.28,167,0
10,1,암,이원교잡(LY),71.9,21.9,16.4,77.1,10.5,1709.0,1.53,2.87,저가,0,3,0.894,3.21,176,0
40,6,거세,삼원교잡(LYD),76.1,21.8,25.0,64.7,7.4,2277.0,2.02,2.37,표준,1,2,0.853,2.78,185,0
13,5,거세,삼원교잡(LYD),66.6,25.8,18.1,55.7,15.1,1146.0,1.41,2.4,표준,1,1,1.018,2.36,154,0
33,1,암,삼원교잡(LYD),65.9,30.4,19.8,62.4,21.5,1438.0,1.46,2.42,고급,1,1,0.828,2.92,168,1
24,8,거세,삼원교잡(LYD),70.1,26.2,19.5,56.6,17.9,1578.0,1.08,3.01,표준,1,2,1.105,2.72,150,0
32,1,거세,삼원교잡(LYD),69.8,23.9,20.0,65.7,11.9,1176.0,1.67,2.17,표준,1,0,0.762,2.84,189,0
26,8,거세,삼원교잡(LYD),69.1,24.4,20.6,62.2,10.8,1136.0,1.21,2.77,표준,0,2,0.881,3.14,172,0
26,6,거세,삼원교잡(LYD),65.2,24.9,16.7,59.9,10.5,1667.0,1.59,2.18,고급,1,1,0.908,2.4,164,0
25,8,암,삼원교잡(LYD),76.0,31.1,19.2,69.7,27.0,901.0,1.45,2.09,표준,1,1,0.751,2.78,188,1
32,8,암,삼원교잡(LYD),68.2,28.7,26.1,80.8,15.4,1116.0,1.46,2.28,표준,1,3,0.811,2.81,175,0
30,3,암,삼원교잡(LYD),77.1,25.8,21.9,68.3,16.2,1399.0,1.45,2.27,표준,1,4,0.886,2.57,178,0
6,7,암,이원교잡(LY),70.1,25.3,22.5,78.4,2.3,1661.0,1.44,2.47,고급,1,2,0.98,2.52,162,0
34,2,암,삼원교잡(LYD),73.2,25.9,13.1,80.8,7.9,742.0,1.37,1.6,고급,1,0,0.738,2.17,194,0
22,4,거세,삼원교잡(LYD),72.8,26.5,25.8,59.1,14.7,1435.0,1.54,2.34,표준,1,2,0.84,2.79,178,0
13,2,암,삼원교잡(LYD),65.9,23.8,19.3,67.7,12.0,855.0,1.12,2.12,표준,1,2,0.866,2.45,171,0
21,4,거세,삼원교잡(LYD),71.8,22.5,26.5,60.8,15.8,1158.0,1.24,2.08,고급,1,0,0.782,2.66,190,0
39,7,거세,삼원교잡(LYD),79.6,28.1,22.6,50.2,15.7,1894.0,1.67,1.91,고급,0,1,0.796,2.4,189,0
35,4,암,삼원교잡(LYD),71.3,25.1,19.8,68.6,18.6,1463.0,1.34,2.19,표준,0,3,0.8,2.74,184,0
34,1,암,삼원교잡(LYD),74.5,27.8,15.3,54.5,3.8,2335.0,1.22,2.15,저가,1,3,0.807,2.66,183,0
19,3,거세,삼원교잡(LYD),73.5,29.9,30.7,69.8,8.4,1464.0,1.56,2.17,표준,1,5,0.783,2.78,182,0
32,7,암,삼원교잡(LYD),71.5,26.6,25.2,49.4,14.4,1984.0,1.51,1.81,표준,1,4,0.663,2.73,205,0
16,5,거세,삼원교잡(LYD),70.9,26.1,25.5,66.7,11.1,1897.0,0.98,2.33,표준,1,1,0.856,2.72,175,0
28,5,거세,삼원교잡(LYD),72.7,34.0,29.3,49.3,13.1,1493.0,1.48,2.06,표준,1,1,0.743,2.77,182,0
26,4,거세,삼원교잡(LYD),73.8,25.6,22.9,71.7,15.7,842.0,1.33,1.81,저가,1,1,0.678,2.67,206,0
10,3,거세,삼원교잡(LYD),63.2,21.7,27.4,61.1,10.5,1447.0,1.48,2.14,고급,1,3,0.902,2.37,167,0
11,5,암,삼원교잡(LYD),71.2,24.2,20.1,60.1,16.2,1234.0,1.3,2.07,저가,1,4,0.703,2.94,201,0
3,6,거세,삼원교잡(LYD),69.1,29.7,25.0,76.3,18.3,1214.0,1.42,2.31,고급,1,4,0.88,2.63,166,0
6,8,암,삼원교잡(LYD),68.0,21.1,19.5,61.8,15.4,1578.0,0.84,2.13,표준,1,3,0.839,2.54,180,0
18,5,거세,이원교잡(LY),76.5,22.7,20.0,66.1,19.3,775.0,1.08,1.87,저가,1,2,0.707,2.64,207,0
20,8,암,삼원교잡(LYD),66.3,28.3,22.4,63.0,2.0,1063.0,1.49,2.03,저가,1,1,0.721,2.82,187,0
7,7,암,삼원교잡(LYD),63.0,24.2,16.9,70.1,11.5,994.0,1.96,1.78,저가,0,2,0.653,2.73,202,1
17,1,암,삼원교잡(LYD),74.0,24.7,23.3,75.4,20.4,1373.0,1.39,2.64,저가,1,2,0.774,3.41,191,0
25,4,거세,삼원교잡(LYD),62.9,28.2,20.8,73.4,9.8,1116.0,1.13,2.69,표준,1,1,1.018,2.64,148,0
10,4,암,삼원교잡(LYD),60.4,22.8,14.0,60.3,9.0,1149.0,1.33,2.73,표준,0,2,0.889,3.07,164,0
14,1,암,삼원교잡(LYD),74.5,20.6,20.2,77.1,14.2,1568.0,1.08,2.12,표준,1,6,0.728,2.92,204,0
15,2,거세,이원교잡(LY),70.8,20.8,20.6,55.8,14.9,1277.0,1.61,2.69,고급,1,4,0.98,2.74,167,0
21,7,거세,삼원교잡(LYD),72.4,26.7,25.4,57.6,11.8,1502.0,1.31,2.42,표준,1,2,0.892,2.72,171,0
15,3,거세,이원교잡(LY),67.8,25.8,23.1,63.7,26.1,942.0,1.56,2.05,고급,0,3,0.857,2.4,172,0
30,2,거세,삼원교잡(LYD),63.1,22.9,27.8,75.5,16.7,1086.0,1.26,2.11,저가,0,1,0.649,3.25,205,0
14,3,거세,삼원교잡(LYD),64.1,21.5,24.1,53.3,9.6,2520.0,1.59,2.25,표준,1,1,0.823,2.73,178,0
18,3,거세,삼원교잡(LYD),68.6,24.2,19.8,73.9,6.4,1151.0,0.89,2.33,고급,1,2,1.034,2.26,157,0
16,2,거세,삼원교잡(LYD),63.6,28.3,21.8,64.5,17.4,500.0,1.31,2.41,표준,1,0,0.945,2.55,155,0
8,1,암,삼원교잡(LYD),71.5,22.5,20.6,60.7,9.4,1671.0,1.43,2.3,표준,1,1,0.884,2.6,176,0
28,7,거세,삼원교잡(LYD),67.7,23.0,24.0,76.0,27.9,1146.0,1.23,2.2,저가,1,2,0.752,2.92,190,0
10,7,거세,삼원교잡(LYD),70.9,21.4,22.2,57.0,17.6,1622.0,1.39,2.71,표준,1,2,0.949,2.85,170,0
12,4,암,삼원교잡(LYD),70.8,23.9,19.5,87.9,18.4,1455.0,1.39,2.27,표준,1,3,0.831,2.73,180,0
32,5,거세,삼원교잡(LYD),71.9,26.0,22.0,63.2,16.5,1775.0,1.56,2.25,고급,0,2,0.906,2.48,170,0
38,8,거세,삼원교잡(LYD),72.5,31.3,23.8,66.5,21.7,1450.0,1.46,2.23,저가,1,2,0.795,2.81,178,0
27,7,거세,삼원교잡(LYD),68.3,25.7,18.0,80.4,2.0,1387.0,1.4,2.27,저가,1,3,0.845,2.68,174,0
37,1,거세,이원교잡(LY),70.9,24.8,23.3,66.8,7.8,2074.0,1.52,1.89,고급,1,2,0.857,2.21,176,0
35,8,거세,삼원교잡(LYD),71.2,27.6,15.7,76.9,21.2,500.0,0.96,2.0,고급,1,2,0.869,2.3,172,0
20,1,거세,삼원교잡(LYD),60.0,27.1,26.4,45.5,24.0,837.0,1.11,3.03,고급,1,2,0.933,3.25,154,0
31,1,거세,삼원교잡(LYD),73.2,23.3,24.1,60.6,7.6,1087.0,0.95,1.8,표준,1,3,0.854,2.11,181,0
14,4,암,삼원교잡(LYD),70.7,31.9,28.5,69.0,4.1,654.0,1.44,2.38,고급,1,2,0.835,2.85,170,0
19,6,암,삼원교잡(LYD),72.8,24.9,17.5,75.8,16.0,1260.0,1.4,2.4,표준,0,3,0.694,3.46,203,0
22,1,거세,삼원교잡(LYD),63.6,25.7,26.5,72.7,17.9,1211.0,1.65,2.6,표준,1,2,0.863,3.02,167,0
39,3,거세,삼원교잡(LYD),68.4,26.7,25.7,71.8,15.9,1987.0,1.39,2.41,표준,1,0,0.832,2.9,175,0
34,3,거세,삼원교잡(LYD),64.5,26.0,21.3,75.6,14.6,1456.0,1.14,2.87,표준,0,4,0.968,2.96,156,0
20,4,암,삼원교잡(LYD),73.7,29.6,20.5,69.8,3.9,1393.0,1.33,2.37,표준,1,1,0.968,2.45,162,0
27,8,암,이원교잡(LY),63.0,23.2,17.7,43.6,12.7,1310.0,0.83,2.7,표준,0,1,0.949,2.85,160,0
9,3,거세,이원교잡(LY),65.4,27.4,16.6,79.4,13.6,974.0,1.2,2.61,표준,1,2,0.941,2.78,159,0
33,2,거세,삼원교잡(LYD),72.7,25.5,19.0,56.6,11.7,1945.0,0.71,2.76,표준,1,2,1.028,2.69,160,0
23,1,거세,삼원교잡(LYD),66.9,27.9,17.0,68.1,3.5,2105.0,1.38,2.31,고급,0,5,0.964,2.39,157,1
22,2,암,삼원교잡(LYD),65.4,24.4,28.4,66.8,18.5,894.0,1.23,2.42,고급,1,4,0.736,3.29,189,0
31,2,암,삼원교잡(LYD),74.5,23.9,16.0,65.5,20.2,2310.0,1.27,2.19,표준,0,2,0.846,2.59,182,0
26,5,거세,삼원교잡(LYD),74.7,27.2,22.6,53.9,10.2,1165.0,1.07,2.35,고급,1,2,0.992,2.37,163,0
3,4,암,삼원교잡(LYD),73.6,26.1,23.7,45.6,13.9,1124.0,1.13,2.36,고급,1,0,0.968,2.44,165,0
12,4,거세,삼원교잡(LYD),74.2,22.5,23.4,55.0,12.0,1736.0,1.47,1.68,표준,1,5,0.706,2.37,205,0
8,7,암,삼원교잡(LYD),68.8,29.0,23.8,73.3,12.1,1781.0,0.94,2.26,저가,1,3,0.802,2.82,176,0
30,5,암,삼원교잡(LYD),69.0,27.2,25.8,50.5,18.0,1464.0,1.43,2.57,표준,1,1,0.765,3.36,184,0
2,2,거세,이원교잡(LY),66.8,24.8,20.2,56.2,18.1,1327.0,1.1,1.89,표준,1,3,0.683,2.78,199,0
9,4,거세,이원교잡(LY),70.8,23.6,22.4,69.2,21.4,2086.0,0.88,2.0,고급,1,4,0.92,2.18,170,0
24,3,암,삼원교잡(LYD),67.4,26.1,20.8,54.7,21.3,1188.0,1.61,2.65,저가,1,0,0.826,3.2,175,0
28,7,거세,삼원교잡(LYD),67.8,27.0,27.2,59.6,14.0,1466.0,1.63,2.7,표준,1,4,0.861,3.14,170,0
21,3,암,삼원교잡(LYD),73.0,20.2,30.4,65.8,32.1,2347.0,1.17,2.11,저가,1,4,0.55,3.84,245,0
35,2,거세,삼원교잡(LYD),75.9,26.1,17.2,67.8,24.3,831.0,1.16,2.35,표준,1,3,0.834,2.82,183,0
37,6,암,삼원교잡(LYD),72.0,27.0,13.9,54.5,11.1,1271.0,1.24,2.28,표준,1,3,0.816,2.79,180,0
6,4,거세,이원교잡(LY),79.0,18.0,24.3,66.4,15.8,2013.0,1.1,2.65,저가,1,2,0.851,3.12,193,0
39,1,거세,삼원교잡(LYD),66.5,25.6,26.3,69.0,3.1,1764.0,1.14,2.14,저가,1,2,0.799,2.68,178,0
25,6,거세,삼원교잡(LYD),60.8,27.1,29.8,52.3,15.2,1947.0,1.41,2.19,고급,1,2,0.762,2.87,176,0
26,2,거세,이원교잡(LY),73.6,26.7,25.0,67.1,25.0,839.0,1.82,2.7,고급,1,2,0.881,3.07,174,0
4,7,거세,삼원교잡(LYD),66.1,27.4,27.6,57.8,31.7,1661.0,1.21,2.0,표준,1,0,0.665,3.0,198,0
25,7,암,삼원교잡(LYD),68.6,24.0,28.6,66.2,14.3,1357.0,1.56,2.15,고급,1,3,0.651,3.3,208,0
30,3,거세,삼원교잡(LYD),61.2,21.9,27.9,72.2,17.0,2636.0,1.39,2.34,표준,1,4,0.811,2.89,176,0
24,5,거세,삼원교잡(LYD),65.5,19.6,25.5,63.2,18.6,1905.0,0.88,2.76,고급,1,2,1.007,2.74,160,0
4,5,거세,삼원교잡(LYD),62.5,28.3,16.9,74.1,26.9,1489.0,1.29,1.94,표준,1,4,0.767,2.53,175,0
21,6,거세,삼원교잡(LYD),67.8,27.1,22.0,72.9,9.1,1643.0,1.26,2.09,표준,1,3,0.924,2.26,163,0
38,1,암,삼원교잡(LYD),68.0,28.5,23.2,74.1,30.9,1527.0,1.67,2.48,고급,0,2,0.805,3.08,175,0
29,3,암,삼원교잡(LYD),70.4,22.8,21.6,69.0,13.1,1850.0,1.68,2.52,표준,1,0,0.768,3.29,190,0
6,2,거세,삼원교잡(LYD),76.2,27.4,21.8,76.0,8.0,1072.0,1.39,2.36,표준,1,0,0.926,2.55,171,0
39,6,암,삼원교잡(LYD),73.4,20.5,28.3,68.9,13.1,2183.0,1.6,2.26,저가,1,2,0.616,3.68,227,1
39,1,암,이원교잡(LY),61.9,22.4,19.0,48.3,10.1,838.0,1.26,2.34,고급,0,0,0.949,2.46,159,0
7,5,암,삼원교잡(LYD),73.0,25.4,25.2,57.1,17.5,1603.0,1.58,1.85,저가,1,3,0.594,3.11,224,0
33,6,거세,삼원교잡(LYD),70.6,27.0,23.3,62.9,5.1,1088.0,1.33,2.33,저가,1,5,0.906,2.57,168,0
17,8,거세,삼원교잡(LYD),69.5,30.0,18.6,64.1,15.8,1521.0,1.57,2.74,표준,1,4,1.019,2.69,153,0
24,3,거세,삼원교잡(LYD),69.9,24.3,17.7,68.6,19.0,1994.0,1.6,1.9,표준,0,1,0.706,2.7,198,0
18,1,암,삼원교잡(LYD),71.0,22.4,15.2,56.9,23.9,644.0,1.48,2.06,고급,1,2,0.766,2.7,192,0
32,6,암,이원교잡(LY),66.5,22.2,23.9,85.1,19.1,1415.0,1.11,2.18,표준,1,4,0.773,2.82,186,0
40,1,거세,삼원교잡(LYD),69.1,22.9,21.7,64.0,23.5,780.0,1.19,2.2,고급,1,4,0.996,2.21,162,0
32,1,거세,삼원교잡(LYD),75.9,31.7,18.7,64.9,11.4,1360.0,1.49,2.85,표준,1,2,1.057,2.7,155,0
38,8,암,삼원교잡(LYD),66.5,27.3,14.5,58.3,17.4,779.0,1.52,2.02,저가,1,3,0.62,3.26,208,0
38,7,암,삼원교잡(LYD),64.9,28.3,23.7,55.0,2.0,1581.0,1.34,1.96,고급,1,3,0.82,2.39,171,0
4,6,거세,삼원교잡(LYD),69.7,24.3,21.3,63.7,14.3,1287.0,1.22,2.53,표준,0,0,0.915,2.77,169,0
11,7,암,삼원교잡(LYD),64.3,25.0,19.1,65.3,17.3,1874.0,1.35,2.11,표준,1,1,0.736,2.86,187,0
29,1,거세,삼원교잡(LYD),61.4,27.1,18.1,64.1,17.9,2114.0,1.23,2.54,표준,1,4,0.908,2.79,158,0
24,1,거세,삼원교잡(LYD),68.3,23.5,21.0,81.6,5.6,1505.0,1.23,2.24,표준,0,3,0.881,2.54,172,0
3,3,암,삼원교잡(LYD),77.2,24.1,23.9,63.7,12.7,1947.0,1.79,2.44,표준,1,1,0.823,2.96,188,0
4,1,암,삼원교잡(LYD),69.8,23.0,20.7,64.1,13.5,2191.0,1.18,1.83,표준,1,1,0.736,2.49,195,0
21,8,암,삼원교잡(LYD),70.9,23.7,17.2,73.2,12.4,1039.0,1.43,2.44,고급,1,3,0.952,2.56,167,0
25,1,거세,삼원교잡(LYD),60.0,25.1,21.8,63.3,19.4,2217.0,1.34,2.37,표준,1,2,0.863,2.74,164,0
7,5,거세,삼원교잡(LYD),72.2,22.5,26.2,70.4,13.7,1482.0,0.99,2.22,표준,1,0,0.762,2.92,194,0
7,7,거세,삼원교잡(LYD),70.5,25.9,22.2,52.2,15.6,1011.0,0.98,1.93,고급,1,2,0.869,2.22,173,0
6,6,거세,삼원교잡(LYD),66.7,25.9,22.3,52.3,12.1,1649.0,1.28,2.37,표준,0,3,0.878,2.69,168,0
23,2,거세,삼원교잡(LYD),70.9,24.5,20.7,66.2,21.4,1464.0,0.81,2.52,표준,1,4,0.998,2.52,162,0
1,4,거세,삼원교잡(LYD),70.9,22.5,18.4,62.7,21.8,796.0,1.76,2.14,표준,1,2,0.827,2.59,183,0
23,5,거세,삼원교잡(LYD),64.7,25.3,18.3,56.9,13.1,949.0,1.21,2.15,표준,0,4,0.888,2.42,166,0
20,7,거세,삼원교잡(LYD),71.7,23.5,15.4,66.2,32.1,2319.0,1.19,2.54,표준,0,2,0.868,2.92,177,1
19,4,거세,삼원교잡(LYD),76.0,25.1,26.7,67.1,10.4,1639.0,1.61,2.81,표준,0,1,0.832,3.38,184,1
28,3,암,삼원교잡(LYD),68.9,28.3,23.8,57.9,21.0,2241.0,1.26,2.58,표준,0,2,0.792,3.26,178,0
21,7,거세,삼원교잡(LYD),65.7,21.2,22.3,59.8,9.3,1292.0,1.46,2.37,표준,1,0,0.864,2.74,174,0
30,8,암,삼원교잡(LYD),69.1,31.5,23.2,67.2,19.6,1099.0,1.16,2.23,표준,1,4,0.854,2.61,167,0
31,4,암,삼원교잡(LYD),74.3,24.8,23.4,54.8,19.2,658.0,1.31,2.29,표준,1,5,0.83,2.76,183,0
37,1,암,삼원교잡(LYD),63.9,26.2,19.1,59.0,8.9,1984.0,1.54,1.9,저가,1,1,0.713,2.67,188,0
32,5,거세,삼원교잡(LYD),72.9,22.7,20.7,70.3,14.2,1705.0,1.08,2.25,표준,1,2,0.873,2.58,179,0
21,8,거세,삼원교잡(LYD),66.6,28.4,20.1,64.8,26.2,1296.0,1.43,2.64,고급,1,4,0.953,2.77,157,0
20,8,암,삼원교잡(LYD),71.2,24.6,32.0,60.2,10.1,1104.0,0.7,2.31,표준,1,2,0.677,3.42,205,0
10,4,암,삼원교잡(LYD),67.2,23.8,26.1,56.0,17.4,2063.0,1.62,2.11,고급,1,1,0.786,2.69,183,0
24,2,거세,삼원교잡(LYD),67.2,23.3,22.7,54.9,17.0,1411.0,1.16,2.08,표준,1,4,0.844,2.47,176,0
6,5,거세,이원교잡(LY),77.6,24.2,27.5,63.7,14.7,1417.0,1.28,2.29,저가,1,5,0.779,2.94,194,0
38,7,암,삼원교잡(LYD),63.0,26.3,27.0,85.3,4.6,1200.0,1.28,1.93,표준,1,1,0.729,2.65,185,0
34,8,거세,삼원교잡(LYD),72.4,25.5,16.5,70.7,20.0,1296.0,1.06,2.03,표준,1,2,0.832,2.44,180,0
5,1,암,삼원교잡(LYD),78.7,24.9,21.1,51.7,15.1,1775.0,1.04,2.76,고급,1,2,1.029,2.68,166,0
32,3,거세,삼원교잡(LYD),73.4,22.9,21.9,72.1,21.6,792.0,1.43,1.99,표준,1,1,0.842,2.36,183,0
5,4,거세,이원교잡(LY),63.3,22.7,24.4,57.4,16.4,1540.0,1.44,2.06,표준,1,3,0.82,2.51,176,0
29,1,암,이원교잡(LY),63.6,23.6,21.1,65.0,15.4,1978.0,1.08,2.39,저가,1,2,0.793,3.01,179,0
4,8,거세,삼원교잡(LYD),66.2,26.4,21.6,59.1,17.2,1458.0,1.44,2.17,표준,1,0,0.872,2.48,168,0
20,1,암,삼원교잡(LYD),70.8,27.0,20.2,85.2,9.1,2027.0,1.44,2.33,저가,0,2,0.794,2.93,182,0
27,6,거세,삼원교잡(LYD),71.1,27.4,26.2,53.7,24.3,2170.0,1.21,2.56,표준,1,4,0.841,3.04,175,0
30,8,거세,삼원교잡(LYD),63.6,25.0,16.2,68.1,12.7,1952.0,0.98,1.84,고급,0,1,0.828,2.22,172,0
17,6,암,삼원교잡(LYD),65.6,26.2,20.3,58.1,12.8,1231.0,1.29,2.53,표준,1,5,0.929,2.72,161,0
37,7,거세,삼원교잡(LYD),65.9,24.5,14.6,72.4,22.8,1482.0,1.39,2.13,고급,1,2,0.863,2.46,171,0
31,3,거세,삼원교잡(LYD),69.1,19.8,17.9,67.9,16.5,1673.0,1.29,2.21,고급,0,0,0.928,2.38,172,0
9,7,암,삼원교잡(LYD),79.9,24.4,23.3,77.5,13.6,1265.0,1.15,2.88,고급,1,2,1.019,2.82,169,1
27,4,암,삼원교잡(LYD),65.3,23.9,23.3,72.2,17.5,1248.0,1.42,1.88,표준,1,3,0.753,2.49,186,0
30,1,암,삼원교잡(LYD),65.1,21.9,20.7,58.1,18.8,1218.0,1.62,2.48,고급,1,1,0.932,2.66,165,0
14,3,거세,삼원교잡(LYD),64.3,23.3,26.5,94.2,14.3,2772.0,1.11,2.64,저가,1,0,0.824,3.2,176,0
30,3,거세,삼원교잡(LYD),73.2,25.4,27.4,70.6,20.5,1364.0,1.23,2.09,저가,1,1,0.675,3.11,206,0
36,5,암,삼원교잡(LYD),69.8,21.6,21.7,59.5,7.4,2034.0,1.99,2.1,표준,1,6,0.756,2.78,193,0
33,3,거세,삼원교잡(LYD),65.5,22.9,23.0,67.1,16.6,1065.0,1.37,2.19,표준,1,1,0.805,2.72,180,0
31,4,거세,삼원교잡(LYD),68.2,29.6,20.2,71.3,19.8,2351.0,0.98,2.09,고급,1,3,1.007,2.08,153,0
26,4,암,삼원교잡(LYD),66.0,20.2,24.5,70.9,18.7,1311.0,1.18,2.32,표준,1,2,0.857,2.71,177,0
11,3,거세,삼원교잡(LYD),71.5,24.5,17.2,70.0,2.0,1526.0,1.11,2.57,고급,0,3,1.078,2.38,155,0
32,6,거세,삼원교잡(LYD),83.4,21.5,29.2,74.7,14.2,584.0,1.4,2.19,표준,1,2,0.763,2.87,206,0
15,3,거세,삼원교잡(LYD),72.8,22.7,26.6,73.7,7.7,2058.0,1.38,2.58,고급,1,0,0.943,2.73,171,0
22,7,거세,삼원교잡(LYD),69.5,24.4,17.2,56.5,22.7,2167.0,1.14,2.72,표준,1,2,0.896,3.03,171,0
13,3,암,이원교잡(LY),66.7,22.0,18.8,86.1,12.7,906.0,1.76,2.43,표준,0,0,0.807,3.01,182,0
13,7,암,삼원교잡(LYD),63.3,26.7,23.7,84.7,22.0,2087.0,1.32,2.46,표준,1,1,0.786,3.13,176,0
7,3,거세,삼원교잡(LYD),73.7,29.1,20.6,73.0,7.7,831.0,1.19,2.12,표준,1,4,0.916,2.32,167,0
39,1,거세,삼원교잡(LYD),73.4,27.5,24.2,65.4,17.3,1816.0,0.99,1.51,고급,0,2,0.74,2.05,192,0
6,2,암,삼원교잡(LYD),67.7,28.1,20.6,65.6,15.0,1356.0,1.08,2.48,고급,1,0,0.975,2.54,157,0
4,7,거세,삼원교잡(LYD),76.1,20.9,28.1,61.8,31.6,2168.0,0.99,2.54,표준,1,1,0.802,3.17,193,1
38,7,거세,이원교잡(LY),70.1,24.3,22.0,63.1,22.1,1625.0,1.25,2.37,표준,1,3,0.822,2.89,180,0
23,2,암,삼원교잡(LYD),73.9,26.4,31.7,43.1,21.7,1966.0,1.08,2.57,고급,1,5,0.763,3.37,190,0
18,5,암,삼원교잡(LYD),71.5,27.6,24.4,80.3,27.2,2119.0,1.5,2.14,저가,1,2,0.667,3.2,202,0
30,5,거세,삼원교잡(LYD),69.1,30.3,16.6,76.8,16.7,1354.0,1.15,2.46,고급,1,4,0.973,2.52,156,0
16,2,암,삼원교잡(LYD),65.2,28.2,30.3,48.2,14.4,1486.0,1.51,2.74,고급,0,4,0.797,3.44,174,0
6,4,거세,삼원교잡(LYD),69.3,27.7,26.4,73.9,13.7,944.0,1.42,2.5,표준,0,3,0.824,3.03,175,0
30,6,암,삼원교잡(LYD),74.2,32.9,23.5,64.9,17.0,1350.0,1.46,2.7,고급,1,2,0.919,2.94,164,0
8,8,암,삼원교잡(LYD),67.5,25.3,24.6,63.0,2.0,2464.0,1.52,2.7,표준,1,3,0.856,3.16,172,0
23,7,암,삼원교잡(LYD),72.2,24.1,17.2,69.9,15.0,1878.0,1.8,1.93,고급,1,2,0.765,2.53,191,0
38,1,암,삼원교잡(LYD),64.6,25.5,14.8,47.6,16.4,978.0,1.09,2.52,표준,0,2,0.86,2.92,169,0
38,2,암,삼원교잡(LYD),73.9,22.3,21.8,64.9,14.1,2316.0,1.51,2.11,표준,1,3,0.771,2.74,194,0
15,4,거세,삼원교잡(LYD),71.6,25.2,27.5,65.8,5.8,1695.0,1.4,1.97,고급,1,2,0.77,2.56,188,0
32,2,거세,삼원교잡(LYD),64.0,19.8,23.6,65.8,14.1,1915.0,1.57,2.21,표준,0,2,0.863,2.57,174,0
25,5,암,삼원교잡(LYD),68.9,23.4,28.8,51.3,5.8,1745.0,1.33,2.83,표준,0,2,0.903,3.13,170,0
20,1,암,이원교잡(LY),74.7,24.7,27.3,69.5,25.6,1710.0,1.59,2.14,표준,1,2,0.634,3.37,217,0
6,1,거세,삼원교잡(LYD),63.7,27.8,22.1,75.6,13.5,501.0,0.98,1.77,표준,1,3,0.767,2.31,177,0
16,1,암,삼원교잡(LYD),64.6,28.3,26.7,69.1,2.6,2053.0,1.05,1.87,저가,0,0,0.646,2.89,199,0
27,3,암,삼원교잡(LYD),69.7,22.1,28.1,62.7,13.8,500.0,1.16,2.44,고급,1,3,0.845,2.89,180,0
40,7,거세,이원교잡(LY),80.7,31.2,21.7,91.9,20.4,2008.0,1.28,2.07,저가,0,1,0.739,2.8,194,0
1,2,거세,삼원교잡(LYD),66.6,25.4,21.1,55.8,16.1,1550.0,1.31,1.69,저가,1,4,0.642,2.63,206,0
29,8,거세,삼원교잡(LYD),72.5,25.7,22.6,72.7,9.5,1918.0,1.11,1.88,표준,1,3,0.867,2.17,175,0
34,3,거세,삼원교잡(LYD),71.3,20.1,12.4,67.4,10.9,1579.0,1.05,2.35,고급,0,3,0.931,2.52,173,0
39,1,거세,삼원교잡(LYD),67.1,23.1,23.1,85.1,13.3,2022.0,1.14,2.53,저가,0,5,0.938,2.7,165,0
17,3,거세,삼원교잡(LYD),70.8,28.1,24.9,68.9,12.4,1508.0,0.87,2.17,표준,1,2,0.852,2.54,173,0
5,6,거세,삼원교잡(LYD),67.8,25.5,22.6,71.0,7.4,1640.0,1.23,2.49,고급,0,1,1.065,2.34,152,0
11,1,거세,이원교잡(LY),68.2,25.3,23.4,70.1,14.6,1702.0,1.29,2.57,저가,1,4,0.879,2.93,170,0
35,1,암,삼원교잡(LYD),61.7,25.7,21.8,54.4,7.0,2439.0,1.41,2.06,표준,0,3,0.77,2.68,178,0
36,7,거세,삼원교잡(LYD),69.9,20.7,14.0,56.3,20.7,1800.0,1.34,2.26,표준,1,3,0.799,2.83,188,0
26,5,암,삼원교잡(LYD),74.5,24.7,28.7,62.2,21.4,842.0,1.75,2.12,표준,0,3,0.686,3.09,206,0
5,3,암,이원교잡(LY),70.3,29.2,20.5,74.6,9.0,1218.0,1.5,2.46,저가,1,0,0.823,2.99,174,0
5,7,암,삼원교잡(LYD),75.5,28.3,19.5,67.3,10.7,1799.0,1.48,2.12,표준,1,1,0.856,2.47,177,0
20,7,암,삼원교잡(LYD),72.9,24.6,27.4,62.9,12.5,2130.0,1.39,1.94,저가,1,1,0.599,3.23,224,0
